Extension,File_Size,Entropy,Mime_Type,Is_Executable,Threat
csv,319909,2.27,text/csv,0,Benign
jar,12810725,6.47,application/java-archive,1,Malware
iso,41267244,6.45,application/x-iso9660-image,0,Suspicious
pptx,6753573,4.74,application/vnd.ms-powerpoint,0,Benign
txt,7747681,4.59,text/plain,0,Benign
pptx,6062029,2.47,application/vnd.ms-powerpoint,0,Benign
ps1,19603784,7.59,text/plain,1,Malware
docx,7080277,4.27,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
txt,2574043,4.1,text/plain,0,Benign
zip,52052756,6.34,application/zip,0,Suspicious
jpg,6050237,2.16,image/jpeg,0,Benign
scr,37286100,5.9,application/x-dosexec,1,Malware
jpg,1791589,4.02,image/jpeg,0,Benign
jar,27267106,6.75,application/java-archive,1,Malware
pdf,726305,3.34,application/pdf,0,Benign
pdf,7507759,2.89,application/pdf,0,Benign
gif,3883890,3.53,image/gif,0,Benign
rar,24943238,4.82,application/x-rar-compressed,0,Suspicious
xlsx,6468398,1.33,application/vnd.ms-excel.sheet,0,Benign
iso,48055293,5.82,application/x-iso9660-image,0,Suspicious
scr,21171334,5.36,application/x-dosexec,1,Malware
docx,2171500,4.32,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
png,36117,1.31,image/png,0,Benign
exe,41062176,6.18,application/x-dosexec,1,Malware
rar,25935975,5.28,application/x-rar-compressed,0,Suspicious
xlsx,3469433,4.53,application/vnd.ms-excel.sheet,0,Benign
png,5223799,4.4,image/png,0,Benign
pdf,6179094,1.36,application/pdf,0,Benign
pptx,753212,3.99,application/vnd.ms-powerpoint,0,Benign
pptx,1659264,4.46,application/vnd.ms-powerpoint,0,Benign
docx,6295134,3.81,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
txt,2361612,3.47,text/plain,0,Benign
7z,22789823,6.1,application/x-7z-compressed,0,Suspicious
vbs,49189762,7.57,text/plain,1,Malware
js,20820188,6.84,application/javascript,1,Malware
docm,6344028,6.03,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
bat,47349768,6.75,text/plain,1,Malware
txt,2934496,4.77,text/plain,0,Benign
pptx,5078891,2.42,application/vnd.ms-powerpoint,0,Benign
rar,65094719,6.18,application/x-rar-compressed,0,Suspicious
png,477520,1.62,image/png,0,Benign
js,32242483,6.78,application/javascript,1,Malware
docm,60591206,6.05,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
ps1,25992497,7.49,text/plain,1,Malware
exe,23135388,7.57,application/x-dosexec,1,Malware
gif,4834490,1.7,image/gif,0,Benign
zip,73589176,4.13,application/zip,0,Suspicious
exe,38076478,5.95,application/x-dosexec,1,Malware
png,5345054,2.18,image/png,0,Benign
apk,29609068,5.99,application/vnd.android.package-archive,1,Malware
bat,24712582,5.99,text/plain,1,Malware
jar,34706382,5.1,application/java-archive,1,Malware
pptx,475946,4.65,application/vnd.ms-powerpoint,0,Benign
pdf,3982952,5.48,application/pdf,0,Benign
gif,3571645,4.28,image/gif,0,Benign
xlsm,30060601,4.35,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
xlsm,41764692,7.43,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptx,4074398,1.88,application/vnd.ms-powerpoint,0,Benign
gif,4855614,3.61,image/gif,0,Benign
png,277268,1.87,image/png,0,Benign
dll,5408461,7.16,application/x-msdownload,1,Malware
7z,57457188,6.54,application/x-7z-compressed,0,Suspicious
pptx,4662300,4.1,application/vnd.ms-powerpoint,0,Benign
gif,3933407,3.49,image/gif,0,Benign
zip,45781765,6.86,application/zip,0,Suspicious
csv,450260,1.71,text/csv,0,Benign
apk,42426559,6.34,application/vnd.android.package-archive,1,Malware
7z,17524403,6.42,application/x-7z-compressed,0,Suspicious
apk,41680933,6.04,application/vnd.android.package-archive,1,Malware
xlsm,40369213,4.95,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
7z,6786120,6.87,application/x-7z-compressed,0,Suspicious
png,1384733,1.34,image/png,0,Benign
xlsx,2853249,1.43,application/vnd.ms-excel.sheet,0,Benign
docx,3914126,1.24,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
gif,1624535,2.62,image/gif,0,Benign
gif,1088133,2.81,image/gif,0,Benign
scr,22649277,6.79,application/x-dosexec,1,Malware
apk,23520078,5.78,application/vnd.android.package-archive,1,Malware
docx,129336,4,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
pptm,64011609,4.57,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
csv,6806215,4.8,text/csv,0,Benign
js,20543614,6.12,application/javascript,1,Malware
bat,33732552,6.19,text/plain,1,Malware
docm,74496589,5.32,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
rar,57945291,6.5,application/x-rar-compressed,0,Suspicious
xlsm,67959929,7.33,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
vbs,10943492,6.94,text/plain,1,Malware
iso,4470079,4.05,application/x-iso9660-image,0,Suspicious
jpg,1048885,1.59,image/jpeg,0,Benign
png,4631884,4.78,image/png,0,Benign
ps1,2490785,5.4,text/plain,1,Malware
png,6185358,4.03,image/png,0,Benign
xlsx,7378453,3.93,application/vnd.ms-excel.sheet,0,Benign
jpg,4700068,3.76,image/jpeg,0,Benign
jpg,2367805,6,image/jpeg,0,Benign
pptm,56631300,7.36,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
bat,39936016,5.76,text/plain,1,Malware
pptm,71553466,5.17,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
exe,46181099,7.15,application/x-dosexec,1,Malware
png,2518792,4.21,image/png,0,Benign
pptx,4649349,2.46,application/vnd.ms-powerpoint,0,Benign
jar,34076684,7.82,application/java-archive,1,Malware
exe,15301700,7.73,application/x-dosexec,1,Malware
xlsm,26972630,6.06,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
jpg,1105325,4.58,image/jpeg,0,Benign
png,983187,1.69,image/png,0,Benign
xlsm,67911964,7.3,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
7z,47683392,6.09,application/x-7z-compressed,0,Suspicious
vbs,20423718,7,text/plain,1,Malware
pptm,77943549,5.2,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
dll,38000812,7.74,application/x-msdownload,1,Malware
dll,16358346,6.22,application/x-msdownload,1,Malware
pptm,72487349,6.06,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
rar,1549068,6.69,application/x-rar-compressed,0,Suspicious
exe,40538174,5.88,application/x-dosexec,1,Malware
js,319005,6.93,application/javascript,1,Malware
ps1,22610954,6.95,text/plain,1,Malware
jar,36466287,6.5,application/java-archive,1,Malware
apk,6890147,6.95,application/vnd.android.package-archive,1,Malware
vbs,21351086,7.19,text/plain,1,Malware
dll,45532084,6.93,application/x-msdownload,1,Malware
gif,1528285,1.9,image/gif,0,Benign
bat,20147479,6.23,text/plain,1,Malware
ps1,17150739,6.99,text/plain,1,Malware
xlsx,4979714,2.44,application/vnd.ms-excel.sheet,0,Benign
pdf,2120110,3.91,application/pdf,0,Benign
rar,10737936,4.35,application/x-rar-compressed,0,Suspicious
pptx,1409857,4.11,application/vnd.ms-powerpoint,0,Benign
pptx,3088807,2.38,application/vnd.ms-powerpoint,0,Benign
pdf,5802730,4.07,application/pdf,0,Benign
pptm,34134728,4.41,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
js,8391997,7.45,application/javascript,1,Malware
xlsx,7401259,1.91,application/vnd.ms-excel.sheet,0,Benign
jpg,1233934,4.03,image/jpeg,0,Benign
scr,20969003,6.4,application/x-dosexec,1,Malware
csv,1785628,1.68,text/csv,0,Benign
bat,32827346,6.47,text/plain,1,Malware
csv,5968147,4.78,text/csv,0,Benign
js,11851972,5.06,application/javascript,1,Malware
docx,5727962,2,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
dll,44080234,6.12,application/x-msdownload,1,Malware
csv,7861033,2.82,text/csv,0,Benign
7z,14611866,6.33,application/x-7z-compressed,0,Suspicious
csv,1962528,3.13,text/csv,0,Benign
zip,77086637,7.15,application/zip,0,Suspicious
pdf,67115,1.9,application/pdf,0,Benign
ps1,38256423,7.78,text/plain,1,Malware
txt,6314957,3.67,text/plain,0,Benign
iso,8269173,5.38,application/x-iso9660-image,0,Suspicious
7z,49851715,3.89,application/x-7z-compressed,0,Suspicious
rar,77655665,4.48,application/x-rar-compressed,0,Suspicious
png,7095906,4.57,image/png,0,Benign
js,41394130,6.82,application/javascript,1,Malware
csv,5039062,1.7,text/csv,0,Benign
jar,4371338,6.92,application/java-archive,1,Malware
xlsx,3217025,3.03,application/vnd.ms-excel.sheet,0,Benign
xlsm,7387867,7.14,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
7z,2701403,6.39,application/x-7z-compressed,0,Suspicious
xlsm,78200339,5.64,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
7z,40017828,6.58,application/x-7z-compressed,0,Suspicious
7z,32191519,6.69,application/x-7z-compressed,0,Suspicious
xlsm,14956937,5.65,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pptx,5062262,4.48,application/vnd.ms-powerpoint,0,Benign
exe,16995306,4.87,application/x-dosexec,1,Malware
xlsx,3772768,2.28,application/vnd.ms-excel.sheet,0,Benign
png,1342476,3.71,image/png,0,Benign
iso,70072175,5.95,application/x-iso9660-image,0,Suspicious
xlsm,38654302,6.67,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
zip,35278854,3.87,application/zip,0,Suspicious
pptm,45303048,6.35,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
png,38735,2.55,image/png,0,Benign
zip,8295235,5.43,application/zip,0,Suspicious
pdf,4562698,3.05,application/pdf,0,Benign
txt,5730676,3.51,text/plain,0,Benign
docx,1911789,2.78,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
js,22321355,7.7,application/javascript,1,Malware
scr,28138937,4.86,application/x-dosexec,1,Malware
bat,39905930,7.29,text/plain,1,Malware
gif,352364,3.13,image/gif,0,Benign
gif,5347232,3.55,image/gif,0,Benign
jar,49794110,5.26,application/java-archive,1,Malware
xlsx,7290232,2.73,application/vnd.ms-excel.sheet,0,Benign
docm,3702770,4.04,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,1074757,2.95,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
scr,16961531,6.13,application/x-dosexec,1,Malware
dll,44561476,6.31,application/x-msdownload,1,Malware
pdf,220077,1.98,application/pdf,0,Benign
dll,48025297,6.7,application/x-msdownload,1,Malware
docx,2876935,2.87,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
iso,77510130,6.99,application/x-iso9660-image,0,Suspicious
jpg,2655778,2.48,image/jpeg,0,Benign
ps1,6062784,7.72,text/plain,1,Malware
txt,3082328,4.43,text/plain,0,Benign
pdf,6244804,4.41,application/pdf,0,Benign
png,4725846,3.44,image/png,0,Benign
docx,1005486,4.22,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docx,1440566,2.66,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
exe,31899564,7.22,application/x-dosexec,1,Malware
zip,37560614,5.95,application/zip,0,Suspicious
xlsx,4700885,1.35,application/vnd.ms-excel.sheet,0,Benign
zip,563510,3.95,application/zip,0,Suspicious
bat,24642169,7.41,text/plain,1,Malware
pptx,1951194,3.58,application/vnd.ms-powerpoint,0,Benign
jpg,2213632,3.01,image/jpeg,0,Benign
xlsx,5929964,5.49,application/vnd.ms-excel.sheet,0,Benign
gif,5821216,2.35,image/gif,0,Benign
csv,3609087,2.49,text/csv,0,Benign
js,7001312,6.47,application/javascript,1,Malware
pptx,7280972,1.4,application/vnd.ms-powerpoint,0,Benign
png,7682248,2.28,image/png,0,Benign
docm,47462284,4.22,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
scr,757678,5.08,application/x-dosexec,1,Malware
ps1,33058692,6,text/plain,1,Malware
pptm,7023017,3.87,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jpg,5098623,2.68,image/jpeg,0,Benign
7z,29856473,5.75,application/x-7z-compressed,0,Suspicious
apk,36674957,5.42,application/vnd.android.package-archive,1,Malware
pptx,4828640,3.71,application/vnd.ms-powerpoint,0,Benign
pptx,4679692,3.8,application/vnd.ms-powerpoint,0,Benign
vbs,27929227,5.13,text/plain,1,Malware
vbs,1577831,7.98,text/plain,1,Malware
gif,759890,4.64,image/gif,0,Benign
7z,60421961,5.83,application/x-7z-compressed,0,Suspicious
ps1,16582602,7.02,text/plain,1,Malware
dll,24931583,7.46,application/x-msdownload,1,Malware
pptm,79619762,6.04,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
zip,7040244,4.46,application/zip,0,Suspicious
apk,16908795,6.21,application/vnd.android.package-archive,1,Malware
gif,7428101,2.19,image/gif,0,Benign
txt,1425153,1.22,text/plain,0,Benign
pptx,7892781,3.07,application/vnd.ms-powerpoint,0,Benign
gif,1044999,5.18,image/gif,0,Benign
pptm,28160814,5.21,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jar,36939584,6.79,application/java-archive,1,Malware
txt,6394894,3.67,text/plain,0,Benign
vbs,8459271,5.29,text/plain,1,Malware
bat,25172515,7.49,text/plain,1,Malware
7z,20434261,6.96,application/x-7z-compressed,0,Suspicious
zip,20967908,6.51,application/zip,0,Suspicious
iso,65052353,6.31,application/x-iso9660-image,0,Suspicious
rar,56678586,4.74,application/x-rar-compressed,0,Suspicious
7z,48702457,4.77,application/x-7z-compressed,0,Suspicious
dll,4136331,6.11,application/x-msdownload,1,Malware
scr,27590670,6.06,application/x-dosexec,1,Malware
ps1,16507802,6.1,text/plain,1,Malware
scr,39902074,5.75,application/x-dosexec,1,Malware
jpg,1214854,3.21,image/jpeg,0,Benign
png,4872428,4.39,image/png,0,Benign
csv,591734,4.2,text/csv,0,Benign
pptx,565452,2.55,application/vnd.ms-powerpoint,0,Benign
vbs,23621233,6.69,text/plain,1,Malware
png,5873209,2.88,image/png,0,Benign
jar,9771998,7.65,application/java-archive,1,Malware
csv,4489468,4.12,text/csv,0,Benign
docm,313245,6.57,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docm,70999592,4.92,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,3124267,7.49,application/javascript,1,Malware
csv,4451358,5.18,text/csv,0,Benign
gif,1412529,1.25,image/gif,0,Benign
docm,57388105,5.6,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
rar,34190761,4.42,application/x-rar-compressed,0,Suspicious
docx,4621002,3.81,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
txt,7081087,3.95,text/plain,0,Benign
zip,10638847,6.5,application/zip,0,Suspicious
xlsx,430793,4.79,application/vnd.ms-excel.sheet,0,Benign
xlsx,1716716,1.95,application/vnd.ms-excel.sheet,0,Benign
vbs,42675817,7.02,text/plain,1,Malware
7z,70161319,7.46,application/x-7z-compressed,0,Suspicious
7z,2804417,6.89,application/x-7z-compressed,0,Suspicious
zip,4400230,7.49,application/zip,0,Suspicious
pdf,3696908,5.16,application/pdf,0,Benign
dll,32508888,7.16,application/x-msdownload,1,Malware
xlsx,231080,2.93,application/vnd.ms-excel.sheet,0,Benign
pptx,5590409,3.06,application/vnd.ms-powerpoint,0,Benign
iso,63978946,3.86,application/x-iso9660-image,0,Suspicious
apk,1737373,6.08,application/vnd.android.package-archive,1,Malware
exe,1899924,6.9,application/x-dosexec,1,Malware
txt,2822419,6.11,text/plain,0,Benign
exe,48606762,7.68,application/x-dosexec,1,Malware
7z,65786241,7.44,application/x-7z-compressed,0,Suspicious
docm,57988903,4.61,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
rar,30772338,5.85,application/x-rar-compressed,0,Suspicious
jar,44689859,7.61,application/java-archive,1,Malware
gif,7367988,5.31,image/gif,0,Benign
vbs,28168374,7.56,text/plain,1,Malware
apk,25101466,7.58,application/vnd.android.package-archive,1,Malware
scr,7879129,5.35,application/x-dosexec,1,Malware
zip,67564064,6.06,application/zip,0,Suspicious
pdf,3216218,2.62,application/pdf,0,Benign
apk,28928545,6.12,application/vnd.android.package-archive,1,Malware
zip,22963334,6.17,application/zip,0,Suspicious
docm,63608282,4.41,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
docx,3658858,3.57,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
csv,2814834,1.82,text/csv,0,Benign
txt,7251806,1.46,text/plain,0,Benign
jpg,1316763,4.37,image/jpeg,0,Benign
txt,7919823,3.45,text/plain,0,Benign
pptx,6237942,6.09,application/vnd.ms-powerpoint,0,Benign
docx,1244622,4.33,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
exe,4643857,6.72,application/x-dosexec,1,Malware
docm,55763112,6.82,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
jar,49119783,4.99,application/java-archive,1,Malware
exe,43063792,6.81,application/x-dosexec,1,Malware
pptm,10492951,4.44,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
jpg,1736227,3.5,image/jpeg,0,Benign
rar,2391057,3.88,application/x-rar-compressed,0,Suspicious
csv,305645,2.24,text/csv,0,Benign
vbs,3017060,4.94,text/plain,1,Malware
ps1,34640741,6.04,text/plain,1,Malware
xlsx,254562,2.3,application/vnd.ms-excel.sheet,0,Benign
jpg,1701095,3.75,image/jpeg,0,Benign
scr,2732107,6.76,application/x-dosexec,1,Malware
rar,58947833,4.43,application/x-rar-compressed,0,Suspicious
docm,6611108,4.28,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
dll,39159128,6.14,application/x-msdownload,1,Malware
exe,40523953,6.74,application/x-dosexec,1,Malware
apk,13550366,5.82,application/vnd.android.package-archive,1,Malware
pptx,7934211,4.68,application/vnd.ms-powerpoint,0,Benign
iso,29373653,5.42,application/x-iso9660-image,0,Suspicious
7z,32414610,6.6,application/x-7z-compressed,0,Suspicious
gif,3794357,1.38,image/gif,0,Benign
xlsx,5278291,2.38,application/vnd.ms-excel.sheet,0,Benign
csv,3739034,4.4,text/csv,0,Benign
scr,14593574,6.12,application/x-dosexec,1,Malware
xlsm,29401250,4.51,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
pdf,4460576,1.86,application/pdf,0,Benign
gif,3479774,3.3,image/gif,0,Benign
gif,2600031,2.74,image/gif,0,Benign
docm,33651178,7.23,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
js,19623196,7.48,application/javascript,1,Malware
txt,5861758,5.29,text/plain,0,Benign
xlsx,939788,3.77,application/vnd.ms-excel.sheet,0,Benign
docx,6475145,5.65,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
docm,44929291,6.98,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
scr,6483774,6.34,application/x-dosexec,1,Malware
docx,6977675,2.06,application/vnd.openxmlformats-officedocument.wordprocessingml.document,0,Benign
rar,41562467,6.31,application/x-rar-compressed,0,Suspicious
apk,6484455,7.42,application/vnd.android.package-archive,1,Malware
rar,38027256,5.29,application/x-rar-compressed,0,Suspicious
dll,33065720,5.7,application/x-msdownload,1,Malware
iso,41554140,5.33,application/x-iso9660-image,0,Suspicious
pdf,3060203,3.69,application/pdf,0,Benign
docm,45585212,3.88,application/vnd.ms-word.document.macroEnabled.12,0,Suspicious
gif,5376035,2.71,image/gif,0,Benign
7z,25957867,6.34,application/x-7z-compressed,0,Suspicious
zip,78795902,6.57,application/zip,0,Suspicious
exe,11114767,6.69,application/x-dosexec,1,Malware
ps1,25916350,5.16,text/plain,1,Malware
zip,66296177,6.62,application/zip,0,Suspicious
exe,46519309,7.12,application/x-dosexec,1,Malware
pptm,38876057,4.83,application/vnd.ms-powerpoint.presentation.macroEnabled.12,0,Suspicious
gif,4695931,1.95,image/gif,0,Benign
pdf,7768,3.88,application/pdf,0,Benign
xlsm,8907402,5.83,application/vnd.ms-excel.sheet.macroEnabled.12,0,Suspicious
